       Step     Time          Energy          fmax
MDMin:   57 17:07:13   362571.344549      235.155040
MDMin:   58 17:07:14   347804.045413      224.345008
MDMin:   59 17:07:15   333910.475677      213.885468
MDMin:   60 17:07:16   320786.085213      203.614203
MDMin:   61 17:07:17   308379.452289      194.435892
MDMin:   62 17:07:19   296596.215951      185.329042
MDMin:   63 17:07:19   285507.610639      176.612921
MDMin:   64 17:07:20   274969.711130      168.393989
MDMin:   65 17:07:21   264993.226631      160.570532
MDMin:   66 17:07:22   255529.632113      153.360400
MDMin:   67 17:07:23   246549.942659      146.136314
MDMin:   68 17:07:24   238007.625978      139.333190
MDMin:   69 17:07:25   229849.618992      132.650312
MDMin:   70 17:07:26   222040.632744      126.271999
MDMin:   71 17:07:27   214568.152423      120.124801
MDMin:   72 17:07:28   207438.638203      114.532871
MDMin:   73 17:07:29   200586.602338      108.630097
MDMin:   74 17:07:30   193952.436100      103.362967
MDMin:   75 17:07:31   187632.472285       98.306770
MDMin:   76 17:07:32   181567.432982       93.521712
MDMin:   77 17:07:33   175706.905341       89.675405
MDMin:   78 17:07:34   170147.312283       85.861476
MDMin:   79 17:07:35   164793.640784       82.156587
MDMin:   80 17:07:36   159651.670761       78.734955
MDMin:   81 17:07:37   154751.011959       75.114994
MDMin:   82 17:07:38   150003.429712       71.691173
MDMin:   83 17:07:39   145411.262584       68.372496
MDMin:   84 17:07:40   140978.742615       66.704504
MDMin:   85 17:07:41   136834.950149       62.039988
MDMin:   86 17:07:42   132703.220935      110.798344
MDMin:   87 17:07:43   130530.966239      106.414127
MDMin:   88 17:07:44   128401.751054      101.920298
MDMin:   89 17:07:45   126252.867120       97.259183
MDMin:   90 17:07:46   124089.433509       93.316896
MDMin:   91 17:07:47   121933.857420       89.137182
MDMin:   92 17:07:48   119783.551887       85.305112
MDMin:   93 17:07:49   117634.658485       81.848133
MDMin:   94 17:07:50   115517.245158       78.282090
MDMin:   95 17:07:51   113396.078865       74.846260
MDMin:   96 17:07:52   111289.894981       79.587648
MDMin:   97 17:07:53   109375.974171       75.777039
MDMin:   98 17:07:54   107458.574090       72.479575
MDMin:   99 17:07:55   105555.727470       77.346600
MDMin:  100 17:07:55   103833.690605       74.618665
       Step     Time          Energy          fmax
MDMin:    0 17:20:48        5.199751        3.839892
MDMin:    1 17:20:48        4.632618        2.786212
MDMin:    2 17:20:48        3.695518        1.727282
MDMin:    3 17:20:48        2.980528        1.436170
MDMin:    4 17:20:48        2.554871        1.231330
MDMin:    5 17:20:48        2.278899        1.079918
MDMin:    6 17:20:48        2.101332        0.965509
       Step     Time          Energy          fmax
MDMin:    0 17:26:29      106.738207      297.600878
MDMin:    1 17:26:29       66.877965       48.715016
MDMin:    2 17:26:29       54.386305       21.441791
MDMin:    3 17:26:29       46.185071       52.640559
MDMin:    4 17:26:29       44.367314       18.684471
MDMin:    5 17:26:29       40.413069       18.302308
MDMin:    6 17:26:29       37.538341        9.966305
MDMin:    7 17:26:29       33.605899        5.880931
MDMin:    8 17:26:29       29.143449        7.312977
MDMin:    9 17:26:29       26.769186        3.425241
MDMin:   10 17:26:30       23.089464        2.679889
MDMin:   11 17:26:30       20.134901        2.372653
MDMin:   12 17:26:30       17.983348        2.177953
MDMin:   13 17:26:30       16.389249        1.975545
MDMin:   14 17:26:30       15.154511        1.797122
MDMin:   15 17:26:30       14.189422        1.633034
MDMin:   16 17:26:30       13.435174        1.521235
MDMin:   17 17:26:30       12.866341        1.464695
MDMin:   18 17:26:30       12.455088        1.419326
MDMin:   19 17:26:30       12.160558        1.382510
MDMin:   20 17:26:30       11.950428        1.351147
MDMin:   21 17:26:30       11.797732        1.322076
MDMin:   22 17:26:30       11.678402        1.292344
MDMin:   23 17:26:30       11.571655        1.259222
MDMin:   24 17:26:30       11.462359        1.220008
MDMin:   25 17:26:30       11.341611        1.171789
MDMin:   26 17:26:30       11.205215        1.111367
MDMin:   27 17:26:30       11.052600        1.035404
MDMin:   28 17:26:30       10.886900        0.975601
       Step     Time          Energy          fmax
MDMin:    0 17:43:47       49.717781       43.862300
MDMin:    1 17:43:47       36.376596       14.091497
MDMin:    2 17:43:47       28.584025        5.723070
MDMin:    3 17:43:47       22.461079        4.521389
MDMin:    4 17:43:47       19.434897        2.661878
MDMin:    5 17:43:47       16.926415        1.804052
MDMin:    6 17:43:47       14.977785        1.574264
MDMin:    7 17:43:47       13.689656        1.431435
MDMin:    8 17:43:47       12.786045        1.408958
MDMin:    9 17:43:47       12.080517        1.404096
MDMin:   10 17:43:47       11.445547        1.382046
MDMin:   11 17:43:47       10.834655        1.332241
MDMin:   12 17:43:47       10.237474        1.258403
MDMin:   13 17:43:47        9.659763        1.170695
MDMin:   14 17:43:47        9.111620        1.080844
MDMin:   15 17:43:47        8.603142        0.999500
       Step     Time          Energy          fmax
MDMin:    0 17:51:48       20.894750       78.325338
MDMin:    1 17:51:48        9.486503        9.897406
MDMin:    2 17:51:48        6.393898        5.712336
MDMin:    3 17:51:48        5.357695        2.620211
MDMin:    4 17:51:48        4.499220        1.684619
MDMin:    5 17:51:48        3.941167        1.389487
MDMin:    6 17:51:48        3.595170        1.353635
MDMin:    7 17:51:48        3.413012        1.310163
MDMin:    8 17:51:48        3.302617        1.260440
MDMin:    9 17:51:48        3.222184        1.216124
MDMin:   10 17:51:48        3.138338        1.187124
MDMin:   11 17:51:48        3.023329        1.169135
MDMin:   12 17:51:48        2.874710        1.147843
MDMin:   13 17:51:48        2.714951        1.115275
MDMin:   14 17:51:48        2.569884        1.073615
MDMin:   15 17:51:48        2.453689        1.030811
MDMin:   16 17:51:48        2.367206        0.997246
       Step     Time          Energy          fmax
MDMin:    0 17:56:19       36.843741       10.940363
MDMin:    1 17:56:19       30.450739        4.828333
MDMin:    2 17:56:19       25.131896        3.681821
MDMin:    3 17:56:19       21.778207        3.209782
MDMin:    4 17:56:19       19.431779        2.940432
MDMin:    5 17:56:19       17.725868        2.759661
MDMin:    6 17:56:19       16.458070        2.627457
MDMin:    7 17:56:19       15.500319        2.525419
MDMin:    8 17:56:19       14.763025        2.443270
MDMin:    9 17:56:19       14.181013        2.374555
MDMin:   10 17:56:19       13.708169        2.315034
MDMin:   11 17:56:19       13.313249        2.261911
MDMin:   12 17:56:19       12.975338        2.213347
MDMin:   13 17:56:19       12.680248        2.168129
MDMin:   14 17:56:19       12.418300        2.125469
MDMin:   15 17:56:19       12.183031        2.084874
MDMin:   16 17:56:19       11.970322        2.046066
MDMin:   17 17:56:19       11.777714        2.008906
MDMin:   18 17:56:19       11.603811        1.973340
MDMin:   19 17:56:19       11.447796        1.939348
MDMin:   20 17:56:19       11.309061        1.906911
MDMin:   21 17:56:19       11.186989        1.875995
MDMin:   22 17:56:19       11.080846        1.846547
MDMin:   23 17:56:19       10.989763        1.818500
MDMin:   24 17:56:19       10.912726        1.791769
MDMin:   25 17:56:19       10.848553        1.766251
MDMin:   26 17:56:19       10.795863        1.741819
MDMin:   27 17:56:19       10.753071        1.718315
MDMin:   28 17:56:19       10.718444        1.695560
MDMin:   29 17:56:19       10.690238        1.673368
MDMin:   30 17:56:19       10.666858        1.651572
MDMin:   31 17:56:19       10.646995        1.630038
MDMin:   32 17:56:19       10.629638        1.608671
MDMin:   33 17:56:19       10.613963        1.587408
MDMin:   34 17:56:19       10.599121        1.566196
MDMin:   35 17:56:19       10.584018        1.544973
MDMin:   36 17:56:19       10.567198        1.523657
MDMin:   37 17:56:19       10.546897        1.502146
MDMin:   38 17:56:19       10.521288        1.480328
MDMin:   39 17:56:19       10.488777        1.458108
MDMin:   40 17:56:19       10.448257        1.435436
MDMin:   41 17:56:19       10.399202        1.412311
MDMin:   42 17:56:19       10.341605        1.388785
MDMin:   43 17:56:19       10.275798        1.364940
MDMin:   44 17:56:19       10.202183        1.340858
MDMin:   45 17:56:19       10.120984        1.316590
MDMin:   46 17:56:19       10.032086        1.292144
MDMin:   47 17:56:19        9.935057        1.267485
MDMin:   48 17:56:19        9.829351        1.242565
MDMin:   49 17:56:19        9.714603        1.217356
MDMin:   50 17:56:19        9.590841        1.191867
MDMin:   51 17:56:19        9.458512        1.166155
MDMin:   52 17:56:19        9.318308        1.140297
MDMin:   53 17:56:19        9.170987        1.114377
MDMin:   54 17:56:19        9.017422        1.088489
MDMin:   55 17:56:19        8.858880        1.062760
MDMin:   56 17:56:19        8.697281        1.037376
MDMin:   57 17:56:19        8.535194        1.012566
MDMin:   58 17:56:19        8.375590        0.988576
       Step     Time          Energy          fmax
MDMin:    0 18:12:16   116064.544871  1399533.855655
MDMin:    1 18:12:16    24550.333727   106959.210551
MDMin:    2 18:12:16    12145.846556    86793.656933
MDMin:    3 18:12:16    10876.000666    27888.379078
MDMin:    4 18:12:16     9380.448471     7193.411128
MDMin:    5 18:12:16    10279.644115    12931.794464
MDMin:    6 18:12:16     7754.827168     7338.600892
MDMin:    7 18:12:16     6813.453178     1488.955793
MDMin:    8 18:12:16     5280.218964      641.503382
MDMin:    9 18:12:16     4349.643307      339.397266
MDMin:   10 18:12:16     3660.438387      196.565935
MDMin:   11 18:12:16     3089.615721      146.476511
MDMin:   12 18:12:16     2656.494931      115.177400
MDMin:   13 18:12:16     2302.282683       93.487354
MDMin:   14 18:12:16     2015.653346       77.012529
MDMin:   15 18:12:16     1784.499370       60.834494
MDMin:   16 18:12:16     1585.843047       48.889866
MDMin:   17 18:12:16     1415.167424       37.661172
MDMin:   18 18:12:16     1259.230922       31.054379
MDMin:   19 18:12:16     1124.191810       28.123955
MDMin:   20 18:12:16     1013.882447       27.998527
MDMin:   21 18:12:16      928.679826       27.018098
MDMin:   22 18:12:16      858.266413       25.367817
MDMin:   23 18:12:16      797.186240       23.242609
MDMin:   24 18:12:16      742.728847       20.902860
MDMin:   25 18:12:16      692.776856       18.493671
MDMin:   26 18:12:16      646.170571       16.148007
MDMin:   27 18:12:16      602.106508       13.948551
MDMin:   28 18:12:16      560.033353       13.312205
MDMin:   29 18:12:16      523.569618       12.746970
MDMin:   30 18:12:16      491.538486       12.048924
MDMin:   31 18:12:16      462.755047       11.268671
MDMin:   32 18:12:16      436.287975       10.447810
MDMin:   33 18:12:16      411.605473        9.617933
MDMin:   34 18:12:16      388.344325        8.801386
MDMin:   35 18:12:16      366.282531        8.013975
MDMin:   36 18:12:16      345.196351        7.265903
MDMin:   37 18:12:16      324.964456        6.564694
MDMin:   38 18:12:16      305.507646        5.915702
MDMin:   39 18:12:16      286.781048        5.322308
MDMin:   40 18:12:16      268.767222        4.785579
MDMin:   41 18:12:16      251.437039        4.304830
MDMin:   42 18:12:16      234.834730        3.874731
MDMin:   43 18:12:16      218.965739        3.488938
MDMin:   44 18:12:17      203.824094        3.305918
MDMin:   45 18:12:17      190.080937        3.243150
MDMin:   46 18:12:17      177.941194        3.188419
MDMin:   47 18:12:17      167.134787        3.117199
MDMin:   48 18:12:17      157.381239        3.039204
MDMin:   49 18:12:17      148.496906        2.963624
MDMin:   50 18:12:17      140.363344        2.897264
MDMin:   51 18:12:17      132.902781        2.817882
MDMin:   52 18:12:17      125.938905        2.782392
MDMin:   53 18:12:17      119.578898        2.761417
MDMin:   54 18:12:17      113.773484        2.753034
MDMin:   55 18:12:17      108.472568        2.754310
MDMin:   56 18:12:17      103.623589        2.745307
MDMin:   57 18:12:17       99.109815        2.757383
MDMin:   58 18:12:17       94.961261        2.770488
MDMin:   59 18:12:17       91.133846        2.763915
MDMin:   60 18:12:17       87.550308        2.779160
MDMin:   61 18:12:17       84.232785        2.793756
MDMin:   62 18:12:17       81.150744        2.808041
MDMin:   63 18:12:17       78.278713        2.822335
MDMin:   64 18:12:17       75.595026        2.826073
MDMin:   65 18:12:17       73.053317        2.842657
MDMin:   66 18:12:17       70.671101        2.849574
MDMin:   67 18:12:17       68.412496        2.868018
MDMin:   68 18:12:17       66.286422        2.886119
MDMin:   69 18:12:17       64.278588        2.903564
MDMin:   70 18:12:17       62.376796        2.920082
MDMin:   71 18:12:17       60.570884        2.935499
MDMin:   72 18:12:17       58.852529        2.949757
MDMin:   73 18:12:17       57.214915        2.962889
MDMin:   74 18:12:17       55.652384        2.974995
MDMin:   75 18:12:17       54.160138        2.986206
MDMin:   76 18:12:17       52.789058        2.887327
MDMin:   77 18:12:17       51.865343        2.946193
MDMin:   78 18:12:17       50.999520        2.821421
MDMin:   79 18:12:17       50.122906        2.881721
MDMin:   80 18:12:17       49.300770        2.758969
MDMin:   81 18:12:17       48.467769        2.739548
MDMin:   82 18:12:17       47.659362        2.781750
MDMin:   83 18:12:17       46.894623        2.683624
MDMin:   84 18:12:17       46.125611        2.729087
MDMin:   85 18:12:17       45.398151        2.632322
MDMin:   86 18:12:17       44.666309        2.680852
MDMin:   87 18:12:17       43.973948        2.584466
MDMin:   88 18:12:17       43.276983        2.635319
MDMin:   89 18:12:17       42.617344        2.538409
MDMin:   90 18:12:17       41.952796        2.609584
MDMin:   91 18:12:17       41.322120        2.511780
MDMin:   92 18:12:17       40.687127        2.556031
MDMin:   93 18:12:17       40.087939        2.473055
MDMin:   94 18:12:17       39.482269        2.444214
MDMin:   95 18:12:17       38.893546        2.509209
MDMin:   96 18:12:17       38.331629        2.405135
MDMin:   97 18:12:17       37.768496        2.472983
MDMin:   98 18:12:17       37.230813        2.382422
MDMin:   99 18:12:17       36.691051        2.419612
MDMin:  100 18:12:17       36.176168        2.350227
       Step     Time          Energy          fmax
MDMin:    0 18:15:14      248.627311       67.575804
MDMin:    1 18:15:14      193.093206       43.734220
MDMin:    2 18:15:14      149.321663       29.137126
MDMin:    3 18:15:14      115.739482       19.744707
MDMin:    4 18:15:14       90.328858       13.804222
MDMin:    5 18:15:14       71.585766        9.972303
MDMin:    6 18:15:14       58.201810        7.500765
MDMin:    7 18:15:14       48.769242        5.931863
MDMin:    8 18:15:14       41.923378        4.898867
MDMin:    9 18:15:14       36.734646        4.170583
MDMin:   10 18:15:14       32.646922        3.635509
MDMin:   11 18:15:14       29.329923        3.229242
MDMin:   12 18:15:14       26.572254        2.910498
MDMin:   13 18:15:14       24.235498        2.652851
MDMin:   14 18:15:14       22.230568        2.439770
MDMin:   15 18:15:14       20.497629        2.260768
MDMin:   16 18:15:14       18.991826        2.108682
MDMin:   17 18:15:14       17.676106        1.978154
MDMin:   18 18:15:14       16.518595        1.864939
MDMin:   19 18:15:14       15.491677        1.765593
MDMin:   20 18:15:14       14.571525        1.677302
MDMin:   21 18:15:14       13.738110        1.597766
MDMin:   22 18:15:14       12.975353        1.525156
MDMin:   23 18:15:14       12.270847        1.458063
MDMin:   24 18:15:14       11.615123        1.395441
MDMin:   25 18:15:14       11.000880        1.336524
MDMin:   26 18:15:14       10.422392        1.287429
MDMin:   27 18:15:14        9.877890        1.241789
MDMin:   28 18:15:14        9.363622        1.197520
MDMin:   29 18:15:14        8.875798        1.154669
MDMin:   30 18:15:14        8.411321        1.113201
MDMin:   31 18:15:14        7.967567        1.073035
MDMin:   32 18:15:14        7.542305        1.034071
MDMin:   33 18:15:14        7.133711        0.996229
       Step     Time          Energy          fmax
MDMin:    0 18:25:13       60.919550       60.794240
MDMin:    1 18:25:13       37.108210       15.264345
MDMin:    2 18:25:13       23.727440        5.354235
MDMin:    3 18:25:13       18.748878        3.987663
MDMin:    4 18:25:13       17.250159        4.164108
MDMin:    5 18:25:13       15.363896        2.632207
MDMin:    6 18:25:13       13.683981        3.728095
MDMin:    7 18:25:13       12.160363        2.247254
MDMin:    8 18:25:13        9.985244        1.964719
MDMin:    9 18:25:13        8.022924        1.547975
MDMin:   10 18:25:13        6.427608        1.182663
MDMin:   11 18:25:13        5.176663        1.120765
MDMin:   12 18:25:13        4.223714        1.042489
MDMin:   13 18:25:13        3.518898        1.016075
MDMin:   14 18:25:13        3.067774        1.061005
MDMin:   15 18:25:13        2.746055        1.097351
MDMin:   16 18:25:13        2.502133        1.127189
MDMin:   17 18:25:13        2.309180        1.150089
MDMin:   18 18:25:13        2.151447        1.166284
MDMin:   19 18:25:13        2.019128        1.176876
MDMin:   20 18:25:13        1.905868        1.183287
MDMin:   21 18:25:13        1.807400        1.186850
MDMin:   22 18:25:13        1.720749        1.188653
MDMin:   23 18:25:13        1.643764        1.189511
MDMin:   24 18:25:13        1.574839        1.189996
MDMin:   25 18:25:13        1.512728        1.190479
MDMin:   26 18:25:13        1.456443        1.191184
MDMin:   27 18:25:13        1.405175        1.192225
MDMin:   28 18:25:13        1.358252        1.193641
MDMin:   29 18:25:14        1.315106        1.195423
MDMin:   30 18:25:14        1.275252        1.197526
MDMin:   31 18:25:14        1.238273        1.199887
MDMin:   32 18:25:14        1.203808        1.202431
MDMin:   33 18:25:14        1.171539        1.205078
MDMin:   34 18:25:14        1.141186        1.207754
MDMin:   35 18:25:14        1.112497        1.210391
MDMin:   36 18:25:14        1.085240        1.212941
MDMin:   37 18:25:14        1.059197        1.215368
MDMin:   38 18:25:14        1.034157        1.217657
MDMin:   39 18:25:14        1.009918        1.219805
MDMin:   40 18:25:14        0.986279        1.221821
MDMin:   41 18:25:14        0.963051        1.223721
MDMin:   42 18:25:14        0.940054        1.225526
MDMin:   43 18:25:14        0.917129        1.227258
MDMin:   44 18:25:14        0.894150        1.228939
MDMin:   45 18:25:14        0.871034        1.230595
MDMin:   46 18:25:14        0.847751        1.232250
MDMin:   47 18:25:14        0.824332        1.233929
MDMin:   48 18:25:14        0.812138        1.240308
MDMin:   49 18:25:14        0.809442        1.247506
MDMin:   50 18:25:14        0.807059        1.249779
MDMin:   51 18:25:14        0.804925        1.246192
MDMin:   52 18:25:14        0.803002        1.236069
MDMin:   53 18:25:14        0.801281        1.219087
MDMin:   54 18:25:14        0.799784        1.195330
MDMin:   55 18:25:14        0.798563        1.165272
MDMin:   56 18:25:14        0.797703        1.129684
MDMin:   57 18:25:14        0.797325        1.089484
MDMin:   58 18:25:14        0.797589        1.045542
MDMin:   59 18:25:14        0.798700        0.998501
       Step     Time          Energy          fmax
MDMin:    0 18:33:38        4.544260        3.470514
MDMin:    1 18:33:38        4.189104        2.575247
MDMin:    2 18:33:38        3.673706        1.675668
MDMin:    3 18:33:38        3.324087        1.587956
MDMin:    4 18:33:38        3.121710        1.539446
MDMin:    5 18:33:38        2.999742        1.503488
MDMin:    6 18:33:38        2.917876        1.471613
MDMin:    7 18:33:38        2.859924        1.441125
MDMin:    8 18:33:38        2.818478        1.410669
MDMin:    9 18:33:38        2.789527        1.379404
MDMin:   10 18:33:38        2.770234        1.346775
MDMin:   11 18:33:38        2.758019        1.312428
MDMin:   12 18:33:38        2.750239        1.276160
MDMin:   13 18:33:38        2.744132        1.237894
MDMin:   14 18:33:38        2.736909        1.197674
MDMin:   15 18:33:38        2.725921        1.155681
MDMin:   16 18:33:38        2.708921        1.112256
MDMin:   17 18:33:38        2.684387        1.067916
MDMin:   18 18:33:38        2.651889        1.023354
MDMin:   19 18:33:38        2.612381        0.979397
       Step     Time          Energy          fmax
MDMin:    0 18:42:19       77.528239       93.528065
MDMin:    1 18:42:19       48.420529       21.184097
MDMin:    2 18:42:19       34.553349        6.992479
MDMin:    3 18:42:19       27.672129       10.503358
MDMin:    4 18:42:19       25.076908        7.234561
MDMin:    5 18:42:19       22.887418        2.531909
MDMin:    6 18:42:19       21.094960        4.298492
MDMin:    7 18:42:19       19.817458        6.044003
MDMin:    8 18:42:19       18.294550        2.992148
MDMin:    9 18:42:19       16.246588        2.705401
MDMin:   10 18:42:19       14.318902        2.165560
MDMin:   11 18:42:19       12.372641        1.703687
MDMin:   12 18:42:19       10.425684        1.809010
MDMin:   13 18:42:19        9.019828        1.864869
MDMin:   14 18:42:19        7.953482        1.892522
MDMin:   15 18:42:19        7.118412        1.904049
MDMin:   16 18:42:19        6.448304        1.908233
MDMin:   17 18:42:19        5.900509        1.910434
MDMin:   18 18:42:19        5.446171        1.912683
MDMin:   19 18:42:19        5.064710        1.914842
MDMin:   20 18:42:19        4.740859        1.916048
MDMin:   21 18:42:19        4.463050        1.915658
MDMin:   22 18:42:19        4.222443        1.913526
MDMin:   23 18:42:19        4.012241        1.909888
MDMin:   24 18:42:19        3.827185        1.905158
MDMin:   25 18:42:20        3.663167        1.899769
MDMin:   26 18:42:20        3.516941        1.894047
MDMin:   27 18:42:20        3.385907        1.888103
MDMin:   28 18:42:20        3.267941        1.881759
MDMin:   29 18:42:20        3.161264        1.874652
MDMin:   30 18:42:20        3.064358        1.866517
MDMin:   31 18:42:20        2.975915        1.857403
MDMin:   32 18:42:20        2.894809        1.847628
MDMin:   33 18:42:20        2.820071        1.837596
MDMin:   34 18:42:20        2.750861        1.827662
MDMin:   35 18:42:20        2.686432        1.818083
MDMin:   36 18:42:20        2.626103        1.808910
MDMin:   37 18:42:20        2.569240        1.799905
MDMin:   38 18:42:20        2.515238        1.791492
MDMin:   39 18:42:20        2.463534        1.783623
MDMin:   40 18:42:20        2.413592        1.776223
MDMin:   41 18:42:20        2.364906        1.769213
MDMin:   42 18:42:20        2.317000        1.762532
MDMin:   43 18:42:20        2.269443        1.756143
MDMin:   44 18:42:20        2.221851        1.750038
MDMin:   45 18:42:20        2.173909        1.744219
MDMin:   46 18:42:20        2.125378        1.738696
MDMin:   47 18:42:20        2.076111        1.733471
MDMin:   48 18:42:20        2.026063        1.728537
MDMin:   49 18:42:20        1.975295        1.723884
MDMin:   50 18:42:20        1.923966        1.719503
MDMin:   51 18:42:20        1.872325        1.715389
MDMin:   52 18:42:20        1.820686        1.711544
MDMin:   53 18:42:20        1.769411        1.707982
MDMin:   54 18:42:20        1.718880        1.704719
MDMin:   55 18:42:20        1.669476        1.701777
MDMin:   56 18:42:20        1.656446        1.707578
MDMin:   57 18:42:20        1.649646        1.707726
MDMin:   58 18:42:20        1.644795        1.699271
MDMin:   59 18:42:20        1.641832        1.691755
MDMin:   60 18:42:20        1.640718        1.676122
MDMin:   61 18:42:20        1.641365        1.651666
MDMin:   62 18:42:20        1.643644        1.618936
MDMin:   63 18:42:20        1.647354        1.579119
MDMin:   64 18:42:20        1.652195        1.533914
MDMin:   65 18:42:20        1.657757        1.493690
MDMin:   66 18:42:20        1.663501        1.451699
MDMin:   67 18:42:20        1.668886        1.409387
MDMin:   68 18:42:20        1.673432        1.367801
MDMin:   69 18:42:20        1.676807        1.327377
MDMin:   70 18:42:20        1.678892        1.288049
MDMin:   71 18:42:20        1.679801        1.249453
MDMin:   72 18:42:20        1.679854        1.211133
MDMin:   73 18:42:20        1.679527        1.172679
MDMin:   74 18:42:20        1.679403        1.133809
MDMin:   75 18:42:20        1.680124        1.097710
MDMin:   76 18:42:20        1.682358        1.092994
MDMin:   77 18:42:20        1.686625        1.087001
MDMin:   78 18:42:20        1.693330        1.079786
MDMin:   79 18:42:20        1.702780        1.848544
MDMin:   80 18:42:20        1.706724        1.831279
MDMin:   81 18:42:20        1.711439        1.813966
MDMin:   82 18:42:20        1.716912        1.796638
MDMin:   83 18:42:20        1.723129        1.779320
MDMin:   84 18:42:20        1.730065        1.762038
MDMin:   85 18:42:20        1.737693        1.744807
MDMin:   86 18:42:20        1.745977        1.727631
MDMin:   87 18:42:20        1.754877        1.710503
MDMin:   88 18:42:20        1.764351        1.693403
MDMin:   89 18:42:20        1.774351        1.676303
MDMin:   90 18:42:20        1.784831        1.659172
MDMin:   91 18:42:20        1.795743        1.641984
MDMin:   92 18:42:20        1.807042        1.624724
MDMin:   93 18:42:20        1.818681        1.607387
MDMin:   94 18:42:20        1.830617        1.589983
MDMin:   95 18:42:20        1.842804        1.572529
MDMin:   96 18:42:20        1.855195        1.555049
MDMin:   97 18:42:20        1.867744        1.537563
MDMin:   98 18:42:20        1.880401        1.520091
MDMin:   99 18:42:21        1.893118        1.502645
MDMin:  100 18:42:21        1.905842        1.485233
       Step     Time          Energy          fmax
MDMin:    0 18:53:29        3.019043        2.270816
MDMin:    1 18:53:29        2.746528        2.010745
MDMin:    2 18:53:29        2.185935        1.688514
MDMin:    3 18:53:29        1.697201        1.369736
MDMin:    4 18:53:29        1.404348        1.162766
MDMin:    5 18:53:29        1.220156        1.027769
MDMin:    6 18:53:29        1.095535        1.005532
MDMin:    7 18:53:29        1.009727        0.980607
       Step     Time          Energy          fmax
MDMin:    0 18:58:01       25.861960       11.893328
MDMin:    1 18:58:01       17.961243        7.055567
MDMin:    2 18:58:01       12.998397        4.871622
MDMin:    3 18:58:01        9.720990        3.454415
MDMin:    4 18:58:01        7.342516        2.465023
MDMin:    5 18:58:01        5.560221        1.804846
MDMin:    6 18:58:01        4.267952        1.434413
MDMin:    7 18:58:01        3.386404        1.224497
MDMin:    8 18:58:01        2.798472        1.096422
MDMin:    9 18:58:01        2.407327        1.046348
MDMin:   10 18:58:01        2.156326        1.019932
MDMin:   11 18:58:01        1.992644        1.002759
MDMin:   12 18:58:01        1.877246        0.985183
       Step     Time          Energy          fmax
MDMin:    0 09:46:12      189.665068       39.694928
MDMin:    1 09:46:12      160.076948       24.290144
MDMin:    2 09:46:12      140.611929       16.254203
MDMin:    3 09:46:12      126.379664       12.664013
MDMin:    4 09:46:12      114.773787       11.035351
MDMin:    5 09:46:12      104.946576        9.848612
MDMin:    6 09:46:12       96.282620        8.840575
MDMin:    7 09:46:12       88.543745        7.938321
MDMin:    8 09:46:12       81.568220        7.127270
MDMin:    9 09:46:12       75.235180        6.407290
MDMin:   10 09:46:12       69.453904        5.777237
MDMin:   11 09:46:12       64.159430        5.231204
MDMin:   12 09:46:12       59.308352        4.759909
MDMin:   13 09:46:12       54.871930        4.352705
MDMin:   14 09:46:12       50.827736        3.999171
MDMin:   15 09:46:12       47.152927        3.690099
MDMin:   16 09:46:12       43.821068        3.417873
MDMin:   17 09:46:12       40.802123        3.176424
MDMin:   18 09:46:12       38.064084        2.960951
MDMin:   19 09:46:12       35.574884        2.767614
MDMin:   20 09:46:12       33.304051        2.593295
MDMin:   21 09:46:12       31.224211        2.435447
MDMin:   22 09:46:12       29.312455        2.292006
MDMin:   23 09:46:12       27.550964        2.161288
MDMin:   24 09:46:12       25.926305        2.041879
MDMin:   25 09:46:12       24.427768        1.967897
MDMin:   26 09:46:12       23.069669        1.906827
MDMin:   27 09:46:12       21.839739        1.846344
MDMin:   28 09:46:12       20.719073        1.787246
MDMin:   29 09:46:12       19.692025        1.730091
MDMin:   30 09:46:12       18.745608        1.675244
MDMin:   31 09:46:12       17.869044        1.622918
MDMin:   32 09:46:12       17.053386        1.573204
MDMin:   33 09:46:12       16.291190        1.526099
MDMin:   34 09:46:12       15.576269        1.481530
MDMin:   35 09:46:12       14.903492        1.439373
MDMin:   36 09:46:12       14.268618        1.399464
MDMin:   37 09:46:12       13.668137        1.361613
MDMin:   38 09:46:12       13.099133        1.325618
MDMin:   39 09:46:12       12.559159        1.291269
MDMin:   40 09:46:12       12.046142        1.258356
MDMin:   41 09:46:12       11.558290        1.226674
MDMin:   42 09:46:12       11.094018        1.196031
MDMin:   43 09:46:12       10.651887        1.166253
MDMin:   44 09:46:12       10.230550        1.137191
MDMin:   45 09:46:12        9.828723        1.108736
MDMin:   46 09:46:12        9.445168        1.080821
MDMin:   47 09:46:13        9.078695        1.053428
MDMin:   48 09:46:13        8.728169        1.026580
MDMin:   49 09:46:13        8.392529        1.000335
MDMin:   50 09:46:13        8.070808        0.974768
       Step     Time          Energy          fmax
MDMin:    0 10:03:28     3022.437903      393.198174
MDMin:    1 10:03:28     2313.489285      256.459365
MDMin:    2 10:03:28     1727.700001      162.176592
MDMin:    3 10:03:28     1271.390380      102.786366
MDMin:    4 10:03:28     1183.884679       19.920323
MDMin:    5 10:03:28     1160.569921       44.560251
MDMin:    6 10:03:28     1100.769920       34.882942
MDMin:    7 10:03:28     1048.184096       28.268754
MDMin:    8 10:03:28      970.262530       43.942760
MDMin:    9 10:03:28      890.648952       55.957560
